file_name,genre_name,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std
reggae.00015.wav,reggae,0.068,0.043,1923.059,814.623,4491.971,1965.349,-157.788,109.851,8.465,41.8,5.121,25.755,-12.954,22.061,-15.51,14.367,-11.919,11.597,-10.623,4.13,-4.044,3.464,-8.401,1.783,-5.237,-1.457,62.181,29.056,22.8,16.594,14.193,13.915,13.701,11.057,11.184,11.573,8.914,9.247,8.553,8.463,8.976,8.24,7.64,7.401,7.489,8.939
reggae.00016.wav,reggae,0.079,0.036,2118.768,474.268,4853.314,1042.586,-76.065,101.083,-11.607,46.235,-11.19,31.385,-9.451,22.462,-16.792,15.964,-9.504,11.796,-7.844,9.714,-7.237,6.172,-8.603,8.078,-5.59,3.728,61.559,17.478,20.731,11.677,8.834,8.705,9.243,7.432,7.532,7.88,7.334,7.24,6.807,6.105,6.26,6.434,7.541,8.114,7.689,6.932
reggae.00014.wav,reggae,0.064,0.058,1716.25,959.265,3790.901,2175.975,-209.561,105.245,2.582,34.883,15.329,25.211,-6.036,18.255,-5.071,8.931,-1.031,8.232,-4.037,4.74,-1.054,3.066,-4.59,4.261,-2.128,-3.666,82.156,36.15,28.508,20.139,18.691,13.557,17.083,14.696,14.444,11.284,11.204,9.516,9.838,8.645,9.709,8.13,8.52,7.949,7.12,9.474
reggae.00007.wav,reggae,0.074,0.045,1754.053,676.012,3768.877,1709.982,-192.232,116.504,-10.945,29.896,-0.661,21.447,-11.872,18.648,-13.084,14.465,-7.384,4.826,-2.808,3.124,-1.617,-2.387,-6.525,-1.415,-5.542,-2.55,70.854,25.789,26.932,20.421,18.551,11.985,20.09,12.495,12.62,12.103,11.793,10.378,10.724,9.268,8.54,9.831,9.4,7.624,8.379,9.258
reggae.00011.wav,reggae,0.07,0.038,1995.164,545.06,4557.786,1409.245,-198.734,102.401,-9.99,30.81,-3.288,20.278,-5.638,28.101,-11.502,18.215,-7.351,12.283,-4.368,11.403,-3.465,2.013,-6.986,1.106,-1.501,1.944,69.957,22.851,25.111,17.654,15.702,12.096,12.111,10.644,9.617,9.291,8.803,8.846,8.296,8.184,8.435,7.531,8.526,8.01,8.805,8.19
reggae.00010.wav,reggae,0.103,0.07,2149.049,836.604,4426.181,1374.057,-233.639,87.541,-22.236,52.07,-8.567,24.977,-18.237,1.882,-9.134,-0.232,-17.061,-3.027,-9.788,-8.793,-7.721,-2.191,-13.64,-6.491,-9.144,-12.712,70.618,30.435,20.106,18.573,20.363,10.127,18.128,10.672,10.454,9.238,10.109,9.288,9.305,7.954,8.069,8.347,10.59,6.875,8.661,7.956
reggae.00013.wav,reggae,0.071,0.059,1608.561,796.949,3436.678,1946.459,-206.477,122.589,-0.564,29.336,10.247,28.215,-9.91,13.361,-8.442,11.28,-7.283,7.07,-10.346,1.941,-6.538,-0.203,-7.561,0.413,-1.656,-0.173,80.25,30.455,29.345,16.711,18.084,13.865,15.654,12.389,12.158,14.027,11.359,10.282,10.789,9.5,11.212,9.943,9.864,8.995,9.684,11.037
reggae.00004.wav,reggae,0.084,0.049,2009.586,700.99,4304.667,1550.547,-175.551,104.886,-15.681,27.524,-8.109,24.02,-10.32,18.858,-8.377,11.854,-7.581,12.564,-6.033,2.498,1.9,7.135,-3.37,12.442,-3.352,0.742,83.967,29.598,23.643,19.383,15.632,14.116,16.01,13.673,13.579,12.617,11.608,11.24,9.771,10.774,9.218,9.172,9.325,9.663,8.416,9.461
reggae.00012.wav,reggae,0.114,0.088,2300.043,951.87,4920.812,1835.528,-191.169,96.336,-17.652,24.83,-0.871,26.334,-12.922,19.63,-9.79,16.965,-8.586,11.416,-8.201,5.953,-1.85,5.964,-8.074,3.391,-2.652,-0.805,72.851,31.415,26,21.655,18.973,15.717,16.972,14.831,11.553,10.33,10.645,9.678,9.652,10.015,7.761,7.666,7.978,8.731,8.739,7.627
reggae.00006.wav,reggae,0.061,0.051,1417.837,738.825,2880.253,1614.507,-207.37,134.707,-9.092,38.452,6.315,22.597,-8.299,16.292,-8.469,4.137,-4.35,6.345,-6.908,0.955,-0.95,-2.539,-6.093,2.485,-6.172,-4.576,71.983,33.273,26.92,20.654,19.941,13.592,17.707,12.313,11.017,11.859,10.545,9.606,9.361,7.949,8.21,8.074,8.121,8.073,8.563,6.501
reggae.00005.wav,reggae,0.073,0.042,1798.364,628.387,3796.272,1407.076,-176.74,116.833,-21.307,38.749,-5.442,26.612,-8.168,15.77,-10.48,11.034,-10.042,9.911,-3.232,2.822,-2.524,-1.419,-9.885,3.068,-0.278,1.989,73.587,28.448,23.11,15.672,18.878,13.593,13.699,10.233,10.567,10.877,9.143,9.206,9.344,8.701,8.795,9.316,9.415,9.817,9.506,9.036
reggae.00009.wav,reggae,0.061,0.05,1609.702,1025.926,3269.708,2218.205,-232.536,131.233,2.679,18.381,11.351,22.915,-10.442,16.766,-15.255,15.52,-8.388,8.028,-3.774,3.124,-1.402,3.266,-4.089,2.949,0.395,0.013,80.103,36.596,24.764,17.353,17.606,15.983,16.466,12.791,13.117,11.682,11.541,9.962,9.915,9.216,8.309,8.408,8.305,7.258,7.843,7.94
reggae.00025.wav,reggae,0.074,0.051,1708.924,774.343,3582.722,1759.729,-177.269,110.998,-15.675,36.777,0.06,24.46,-3.765,18.416,-3.358,13.795,-2.093,8.598,-5.945,2.897,-5.27,-3.059,-6.188,2.057,-0.991,2.305,90.278,31.674,31.56,17.332,19.047,13.63,16.282,13.596,14.341,10.33,9.622,9.764,10.27,8.799,9.325,9.628,9,9.178,7.884,9.874
reggae.00029.wav,reggae,0.044,0.023,1585.038,543.239,3734.304,1496.91,-202.057,111.109,8.918,51.831,1.297,30.052,-4.518,22.452,-7.145,11.499,-4.751,10.597,-2.638,9.012,-4.353,-0.043,-4.314,0.65,-3.742,-6.193,77.645,20.075,31.055,11.551,14.104,10.027,10.219,9.81,8.51,9.712,7.741,7.851,7.117,6.955,5.469,6.442,5.944,5.962,5.451,5.809
reggae.00018.wav,reggae,0.077,0.058,1907.516,867.964,4220.574,1905.583,-170.843,107.723,-1.759,46.444,-0.184,24.942,-10.661,18.091,-10.776,11.158,-7.251,6.206,-6.466,2.048,-2.431,2.559,-4.04,0.792,-3.756,-1.679,71.697,31.184,23.33,15.137,18.549,13.676,14.136,10.946,12.874,10.603,10.819,9.583,9.926,9.223,7.906,7.582,6.968,7.18,7.746,6.324
reggae.00017.wav,reggae,0.078,0.06,1803.774,811.937,3777.97,1622.448,-154.829,110.018,-18.426,36.617,0.558,31.572,-10.411,18.814,-7.159,13.148,-5.246,8.899,-6.705,6.031,-2.797,3.634,-2.219,5.304,-6.597,-2.923,68.412,37.369,24.649,18.548,20.702,13.731,17.991,11.66,14.991,11.608,11.365,9.424,11,9.921,9.11,8.004,9.962,8.006,7.916,8.215
reggae.00024.wav,reggae,0.072,0.052,1811.235,809.902,3854.01,1698.085,-169.175,110.45,-8.545,43.889,0.317,26.637,-14.361,13.035,-11.154,8.112,-7.677,10.93,-8.167,2.807,-6.425,1.098,-4.249,4.349,-3.453,1.233,76.799,34.859,22.281,18.106,15.751,11.997,16.129,11.387,12.905,10.969,10.153,8.842,9.607,9.548,8.573,8.55,10.393,10.837,9.223,9.444
reggae.00020.wav,reggae,0.057,0.048,1637.741,757.958,3594.929,1820.538,-177.728,113.607,2.342,35.81,1.622,34.693,-8.722,16.269,-9.32,14.184,-2.061,13.127,-7.249,3.583,-0.578,4.825,-3.581,3.78,-4.299,-1.12,77.675,28.764,22.299,18.356,16.207,12.354,16.243,12.977,13.422,11.205,12.302,11.468,11.324,9.513,8.687,8.929,10.262,7.477,9.483,7.916
reggae.00028.wav,reggae,0.068,0.064,1640.703,891.113,3497.28,1768.249,-256.21,104.23,-7.274,56.284,11.04,27.327,5.83,17.791,-1.271,14.678,-3.477,10.854,-2.467,1.552,-3.725,-1.371,-4.197,1.404,-0.262,-1.599,95.143,34.28,31.344,16.114,26.181,13.677,13.378,9.834,10.45,9.389,8.63,7.249,8.176,6.748,7.492,6.346,6.248,6.602,6.842,6.916
reggae.00026.wav,reggae,0.075,0.048,1840.873,770.97,4007.299,1725.08,-171.593,99.352,-8.279,49.614,1.084,31.125,-7.143,15.893,-1.367,12.748,-5.192,11.809,-5.328,3.173,-6.687,0.034,-7.725,6.701,-3.767,-1.786,85.855,30.382,25.426,19.844,19.572,13.563,14.915,11.703,13.516,12.246,11.084,10.323,10.075,10.083,8.799,8.443,11.48,10.95,9.521,10.004
reggae.00023.wav,reggae,0.12,0.091,2354.78,859.456,5050.144,1602.224,-161.749,78.69,-19.243,55.117,13.192,30.964,-7.014,24.293,-12.834,21.516,-13.527,12.779,-7.452,12.767,-3.339,9.143,-7.756,0.632,-4.122,0.497,70.077,30.719,19.602,16.004,14.471,12.22,13.302,10.03,11.926,11.155,8.951,7.874,8.223,8.004,7.549,7.483,7.375,7.87,8.187,10.488
reggae.00027.wav,reggae,0.087,0.075,2086.326,910.986,4678.442,1889.349,-177.498,89.962,4.611,40.153,0.175,23.182,-9.9,12.783,-7.307,18.74,-5.734,6.13,-9.92,0.287,-8.231,3.899,-6.852,2.185,-2.375,1.832,83.263,31.841,27.264,23.154,17.695,13.966,15.245,12.205,11.933,11.54,11.321,10.826,10.127,10.125,9.366,9.088,8.994,7.329,9.119,7.846
reggae.00022.wav,reggae,0.072,0.036,2058.822,493.41,4552.782,1119.187,-91.421,98.797,-23.19,46.875,-6.847,29.295,-9.956,25.666,-10.205,19.627,-8.201,13.416,-6.499,14.026,0.413,12.581,0.354,10.113,-0.428,1.301,55.294,21.705,18.164,15.174,10.568,11.191,10.728,8.62,8.465,9.592,8.576,7.139,8.147,6.618,8.342,5.815,7.239,6.154,6.926,7.838
reggae.00030.wav,reggae,0.07,0.07,1814.041,944.65,4068.834,2163.905,-239.272,98.96,19.22,50.784,2.833,32.242,-1.501,16.727,-7.452,16.717,1.503,16.053,2.813,5.943,-6.301,-1.046,-6.334,2.149,-6.636,-5.266,88.561,34.759,30.97,18.19,21.691,11.183,15.043,8.712,9.374,10.339,7.505,9.454,8.553,7.083,6.941,9.102,6.129,6.465,5.839,6.349
reggae.00021.wav,reggae,0.093,0.04,2006.893,524.777,4323.511,1137.865,-88.044,109.441,-25.164,40.397,-8.785,24.709,-11.531,18.516,-8.29,17.031,-8.435,9.802,-12.901,1.576,-10.539,-0.42,-7.809,3.447,-4.99,0.061,38.941,21.055,17.709,12.388,11.635,12.193,12.169,8.77,8.939,7.983,8.63,7.083,7.341,7.401,6.807,6.716,6.859,6.537,8.389,7.478
reggae.00019.wav,reggae,0.071,0.064,1753.936,955.781,3840.288,2114.343,-184.578,106.208,4.016,38.713,8.41,30.456,-3.342,20.308,-1.534,15.917,-6.515,13.191,-1.717,6.854,-3.23,1.875,-6.036,3.522,-7.402,-1.742,92.133,34.669,28.484,16.639,23.549,12.368,19.478,11.399,12.901,9.797,10.172,9.386,10.347,11.465,8.632,8.22,8.432,7.622,9.134,7.733
reggae.00041.wav,reggae,0.059,0.038,1930.232,767.784,4120.144,1457.72,-177.372,89.663,9.642,65.478,-0.997,15.537,8.025,16.353,0.271,2.637,2.887,0.645,2.587,2.82,-0.451,2.531,-1.407,-1.651,1.212,-1.889,69.778,32.117,27.041,17.41,18.09,14.929,11.477,9.776,9.453,10.638,9.605,8.14,8.257,8.782,7.204,7.028,9.034,7.282,7.537,7.371
reggae.00031.wav,reggae,0.059,0.04,1579.806,722.964,3541.987,1815.461,-226.402,103.326,0.124,43.96,10.619,35.185,8.426,21.138,-3.303,15.532,-3.015,11.099,1.782,10.623,-5.759,-0.986,-4.132,0.656,-3.784,-0.574,92.421,25.595,31.495,18.806,22.833,16.605,14.044,10.039,12.016,9.79,9.388,9.521,8.011,7.109,8.297,8.593,7.065,7.094,6.406,5.965
reggae.00034.wav,reggae,0.045,0.028,1291.326,688.102,2826.82,1726.419,-238.919,132.331,-0.075,41.219,2.417,19.081,7.969,19.942,-0.621,11.091,-1.713,9.933,3.021,2.205,-7.851,-3.979,-4.911,-2.146,-2.414,0.05,76.673,28.227,24.128,15.47,15.836,15.496,14.066,9.69,10.107,11.154,8.686,8.543,8.116,9.57,8.717,6.842,6.068,6.651,7.01,7.121
reggae.00033.wav,reggae,0.059,0.061,1615.938,806.98,3560.772,1942.986,-249.333,111.495,11.242,41.337,-2.886,34.546,0.427,22.323,-9.972,10.225,-2.797,8.757,-1.442,2.248,-3.906,-1.856,-0.84,-0.947,-3.184,-4.321,80.301,28.532,37.568,17.404,17.225,15.125,14.438,10.363,9.931,11.563,7.97,8.432,6.584,6.845,6.178,5.936,6.115,6.473,7.63,5.863
reggae.00032.wav,reggae,0.066,0.038,1510.687,576.407,3318.919,1434.077,-243.795,123.336,-15.566,38.895,6.501,25.52,3.039,17.186,-0.222,8.982,-2.493,6.768,-3.448,3.258,-3.424,-0.489,-2.535,-1.861,-4.978,-2.718,69.243,27.683,30.902,22.285,17.809,12.778,11.745,9.258,9.327,9.079,7.473,7.735,7.076,6.599,6.014,6.478,5.577,5.838,5.054,5.235
reggae.00035.wav,reggae,0.061,0.042,1699.041,743.657,3785.547,1689.501,-223.387,114.254,-4.425,40.221,-5.082,24.669,0.713,17.048,-2.357,11.149,-3.082,6.122,-5.682,3.507,-5.484,0.023,-4.84,-0.707,-3.635,-2.799,80.093,26.602,24.211,17.548,17.621,15.848,14.464,11.426,10.412,8.698,8.816,7.608,7.197,7.221,7.226,6.147,6.241,5.902,5.719,6.077
reggae.00039.wav,reggae,0.026,0.019,1312.255,735.345,2646.835,2261.272,-300.498,99.233,53.056,43.242,18.892,24.828,-7.963,22.16,1.783,24.797,8.401,20.714,2.809,9.556,1.115,5.902,1.124,4.193,-2.201,-2.012,109.164,32.971,47.134,22.39,18.401,14.088,13.694,10.478,8.434,9.283,8.911,8.94,7.847,6.452,8.628,7.177,7.17,5.305,7.231,7.119
reggae.00040.wav,reggae,0.101,0.087,2032.381,919.437,3838.955,1397.685,-296.118,93.172,-31.413,29.504,-18.94,1.951,-19.489,-6.231,-24.005,-7.084,-14.192,3.277,-10.591,-2.8,-10.801,-6.706,-8.503,-3.122,-7.05,-4.755,118.71,39.589,25.018,30.042,18.855,18.832,17.291,14.432,11.904,10.785,14.559,14.203,15.23,10.113,9.473,9.414,7.065,7.791,9.04,8.52
reggae.00038.wav,reggae,0.066,0.051,1700.906,723.334,3693.569,1679.881,-239.991,108.753,-8.224,32.198,-8.807,18.651,-4.663,15.531,-3.713,14.52,-4.797,6.404,-2.943,2.429,-7.109,-0.174,-3.145,-1.55,-3.728,-0.809,90.986,25.627,34.22,15.573,15.055,15.541,14.576,14.21,12.332,14.077,12.988,14.148,11.204,11.07,9.636,9.167,7.921,7.804,8.5,9.978
reggae.00042.wav,reggae,0.106,0.058,2479.666,828.44,5046.73,1927.439,-174.846,79.338,-24.309,17.974,24.497,15.721,7.467,4.228,3.925,4.81,2.769,1.73,-2.337,-1.588,-4.45,-0.366,-2.433,1.493,-0.33,-3.663,62.644,24.789,27.966,18.898,16.169,11.238,12.696,9.88,9.604,9.631,9.258,8.192,8.956,8.344,8.076,8.949,8.822,7.621,6.384,7.332
reggae.00037.wav,reggae,0.063,0.052,1709.758,723.884,3838.089,1663.827,-241.794,97.495,-3.086,45.346,3.898,28.639,9.373,26.538,5.109,12.788,-0.331,11.782,3.254,9.948,-3.047,1.849,-3.378,0.784,-6.179,-2.972,102.131,24.169,28.179,17.272,21.644,13.77,13.709,13.542,11.029,11.083,9.846,9.559,8.845,8.552,6.491,7.976,6.025,6.882,6.177,6.38
reggae.00036.wav,reggae,0.059,0.045,1810.953,808.988,4118.229,1694.579,-236.647,91.688,1.882,45.478,1.279,32.268,9.05,19.613,-5.056,10.965,-4.001,7.525,-0.337,5.805,-1.821,5.381,0.286,5.015,-0.335,-0.856,74.175,26.546,24.629,13.963,16.282,15.104,17.193,14.078,10.579,12.615,9.45,10.109,10.597,8.75,8.8,8.358,9.083,7.562,8.615,7.97
reggae.00055.wav,reggae,0.082,0.054,2525.333,1008.585,5594.936,2224.551,-130.34,84.309,29.349,23.833,8.271,13.86,2.23,2.929,2.579,0.097,2.334,2.744,3.75,3.79,2.136,3.139,0.164,2.395,-4.119,-1.762,65.176,33.729,26.381,17.807,12.005,8.624,7.962,7.808,6.842,7.493,6.783,5.626,6.258,5.936,7.395,6.956,6.793,6.98,7.047,6.762
reggae.00046.wav,reggae,0.081,0.052,2322.17,873.479,5227.514,1748.46,-169.017,79.517,15.224,42.749,7.675,17.032,-5.988,0.536,0.054,-0.956,0.83,-1.588,-2.896,-4.035,-5.765,-2.576,-6.513,-6.587,-2.849,-1.204,54.806,27.204,20.89,18.192,13.309,10.056,10.683,8.342,8.626,9.412,8.895,7.441,7.797,7.342,7.168,7.012,6.724,7.686,7.575,7.88
reggae.00053.wav,reggae,0.09,0.087,2003.673,1231.298,4157.357,2578.935,-251.371,105.9,2.134,32.512,16.537,8.281,10.364,5.491,0.872,8.341,-0.639,9.879,-1.856,4.425,1.841,4.242,-0.2,2.254,0.952,1.312,87.367,34.754,34.795,16.902,15.814,12.095,11.845,9.688,10.017,8.557,9.386,8.353,7.966,6.534,6.708,6.063,5.683,5.267,5.736,6.175
reggae.00052.wav,reggae,0.134,0.098,3289.024,1228.09,7286.558,1966.901,-85.284,60.94,34.797,19.792,16.712,7.952,9.296,11.353,1.372,-0.084,6.411,3.627,5.66,7.201,-0.851,3.247,-2.697,0.356,4.746,0.303,57.405,34.284,24.383,20.464,18.258,14.22,11.469,10.877,11.646,9.487,9.601,8.548,9.084,8.393,7.907,7.944,6.832,7.819,7.792,6.568
reggae.00047.wav,reggae,0.115,0.07,2477.799,788.8,4759.479,1126.626,-140.29,69.664,-9.971,52.165,3.24,4.564,-3.491,2.923,-6.562,-2.655,-1.733,-6.941,-5.833,-2.694,2.541,-1.811,-2.157,-2.944,-1.793,-2.713,64.243,33.101,25.195,20.646,17.901,12.244,13.559,12.52,12.081,11.454,10.006,9.806,9.238,8.765,7.307,6.778,7.1,7.102,6.802,7.055
reggae.00045.wav,reggae,0.224,0.093,4282.078,992.356,7925.526,1353.116,-120.302,16.411,25.025,37.238,9.279,13.022,3.226,5.973,4.085,1.719,1.905,2.676,2.017,-1.719,2.105,3.244,-2.061,2.78,1.617,-4.045,78.219,29.574,32.308,21.329,15.001,11.561,13.803,10.015,10.187,9.587,9.94,8.122,7.93,8.154,7.179,7.986,7.525,7.213,6.435,7.933
reggae.00054.wav,reggae,0.102,0.082,2542.615,1291.65,5477.877,2714.572,-182.202,83.477,4.897,12.708,30.082,17.215,6.104,7.693,7.143,8.879,-2.142,5.727,1.46,-4.942,2.908,2.197,-3.219,0.765,-1.692,-0.636,78.979,40.343,30.681,20.407,15.351,13.071,11.941,11.018,9.514,8.522,9.988,7.98,8.552,8.986,8.134,7.686,7.966,8.431,8.424,9.202
reggae.00050.wav,reggae,0.127,0.093,2954.819,1356.779,5869.113,2296.533,-104.933,66.422,-2.309,24.605,8.405,6.764,1.68,5.183,1.047,2.193,2.952,4.578,4.198,3.093,-1.419,0.23,1.084,-2.333,-2.899,-2.193,73.266,43.852,20.868,18.168,13.673,14.103,13.197,12.572,11.906,10.04,9.012,8.008,9.38,7.821,7.697,7.242,8.69,7.642,6.664,6.569
reggae.00043.wav,reggae,0.076,0.034,1484.716,338.4,2775.135,461.766,-164.595,142.707,-41.489,41.226,16.171,-5.589,7.633,5.62,0.811,-10.478,-2.344,-0.496,-3.066,-0.594,1.148,0.735,1.048,1.984,3.497,5.304,58.383,19.428,17.983,10.133,15.662,11.513,8.081,8.525,7.379,8.745,8.729,7.416,7.163,7.255,7.499,7.277,6.951,7.195,7.332,7.69
reggae.00051.wav,reggae,0.275,0.169,4273.65,1582.247,7673.056,1875.401,-154.97,-1.462,22.346,30.443,2.094,28.623,17.003,13.44,8.498,6.505,9.79,10.917,2.176,1.632,6.342,6.904,-7.808,4.712,3.433,0.68,77.977,50.286,27.682,19.936,13.606,10.169,11.416,11.96,8.292,9.626,7.732,7.616,8.082,7.681,9.093,7.94,9.653,7.114,8.317,7.238
reggae.00049.wav,reggae,0.081,0.049,2322.063,746.832,5450.165,1851.55,-121.49,89.586,23.79,32.786,8.869,-2.601,6.639,1.785,-2.937,-3.095,-0.696,-5.426,-6.542,-4.702,-3.289,-6.456,-6.643,-4.407,-3.161,-3.985,64.146,27.183,20.832,18.304,11.802,10.675,9.015,7.435,7.442,7.562,6.671,6.47,6.618,6.208,6.747,6.363,6.303,5.807,5.618,6.253
reggae.00048.wav,reggae,0.111,0.071,2672.852,912.825,5607.942,1423.075,-123.67,66.229,8.166,49.743,8.533,25.892,-5.386,12.881,-2.563,6.797,-3.574,7.642,-2.051,4.922,3.671,4.136,-2.054,6.779,-2.838,-2.376,62.212,31.968,21.797,17.179,15.074,13.901,12.9,9.844,8.536,8.963,8.633,8.095,7.375,7.662,7.076,7.175,7.139,6.579,6.669,6.611
reggae.00044.wav,reggae,0.088,0.051,2455.349,942.928,5584.344,1961.597,-104.122,83.906,18.854,28.915,10.625,9.325,9.321,6.525,3,2.483,2.796,-0.198,3.11,-2.206,-1.746,-1.526,-0.265,-0.931,-0.949,-3.528,61.98,27.692,22.222,16.843,12.982,12.766,12.642,11.349,10.21,10.217,7.78,7.516,6.358,6.085,6.74,6.403,5.438,5.734,6.304,5.674
reggae.00059.wav,reggae,0.117,0.061,2671.46,907.292,5699.271,1785.613,-93.482,80.193,-0.318,15.255,4.351,9.058,1.682,2.551,-4.299,0.995,-1.704,-3.009,2.265,-2.086,0.329,-4.383,-4.06,-3.176,-5.431,-2.143,62.382,27.455,19.969,18.623,16.601,11.499,17.83,10.834,10.926,11.183,9.381,8.477,8.709,7.753,6.859,7.824,7.923,6.613,7.018,7.918
reggae.00062.wav,reggae,0.061,0.054,2112.423,1065.309,4783.211,2455.404,-265.75,80.63,9.763,36.672,27.847,12.097,15.031,15.123,6.558,6.277,7.465,5.644,4.354,3.093,2.406,2.186,2.487,1.277,-0.22,0.813,86.541,33.855,25.888,19.208,13.904,12.775,11.638,11.061,8.644,8.487,9.897,8.345,7.336,7.911,7.752,7.487,6.905,6.703,7.064,6.434
reggae.00065.wav,reggae,0.083,0.053,2081.122,938.991,4365.853,2062.495,-66.063,97.882,-18.832,26.939,14.007,6.009,9.442,10.567,-0.145,8.124,10.531,7.997,3.808,4.01,2.717,0.425,-4.197,0.106,0.144,-3.155,83.591,42.456,23.852,17.496,15.799,15.5,13.046,10.287,11.356,10.212,12.124,10.457,8.033,7.863,7.169,7.082,6.709,6.638,6.628,6.159
reggae.00056.wav,reggae,0.083,0.055,2173.79,955.105,4658.666,2162.983,-162.477,98.507,-1.644,20.825,12.042,11.752,6.092,4.97,1.687,3.041,-0.87,4.117,3.419,-1.4,2.276,-3.707,-6.483,2.59,1.405,2.234,77.938,32.562,23.793,19.063,17.828,13.71,11.812,10.149,10.749,9.195,8.54,8.228,8.229,7.879,8.18,8.925,9.157,9.743,9.367,8.746
reggae.00063.wav,reggae,0.083,0.047,1910.705,709.849,3940.168,1652.197,-168.548,109.534,-20.659,38.949,7.96,0.344,6.056,4.087,-1.369,0.113,0.241,0.344,5.3,3.682,2.858,4.482,0.813,3.005,1.518,2.449,63.999,28.587,25.446,17.978,15.258,11.325,10.213,8.819,9.233,9.189,7.882,8.235,8.267,7.45,6.749,6.559,6.631,6.581,6.346,6.703
reggae.00061.wav,reggae,0.134,0.081,3123.747,1105.889,6474.766,2098.5,-74.055,57.992,9.141,29.259,12.537,-0.182,0.164,1.372,-5.086,1.359,2.853,-1.555,0.887,1.036,-4.333,-3.749,-3.668,-1.058,-4.107,-4.13,55.262,32.271,26.753,18.815,16.169,12.414,13.172,11.691,14.043,11.352,10.658,9.027,9.051,9.879,8.492,8.493,9.134,9.336,8.978,9.893
reggae.00058.wav,reggae,0.112,0.089,2630.979,1149.758,5697.755,2400.409,-169.314,83.95,11.221,12.12,21.059,9.507,0.936,2.209,0.878,1.65,-0.412,0.737,-4.78,-1.733,-2.093,-1.412,-4.656,-0.198,1.969,-1.255,83.304,32.523,27.884,17.278,17.848,13.569,13.439,11.073,10.5,11.868,10.183,9.043,9.728,8.381,10.378,8.62,8.742,7.938,8.868,9.882
reggae.00064.wav,reggae,0.101,0.087,3094.391,1026.373,6974.843,1846.422,-70.058,54.371,15.569,19.79,27.015,13.237,0.685,10.066,6.683,-0.306,2.968,6.013,1.09,3.169,0.246,3.042,-5.602,-1.309,-1.961,-8.719,56.08,28.544,27.364,16.518,14.251,13.076,13.796,11.039,10.608,10.934,11.016,8.161,9.152,8.797,8.795,7.062,7.55,7.407,8.372,8.013
reggae.00066.wav,reggae,0.067,0.036,1628.979,578.997,3258.167,1194.791,-147.056,120.133,-21.609,39.657,6.932,15.09,-1.024,15.946,2.537,4.494,0.004,4.33,4.64,4.004,3.051,0.54,-6.145,-1.664,-0.733,0.192,59.428,30.89,20.731,18.362,13.324,12.911,13.974,11.022,11.283,10.887,10.478,9.79,8.265,6.928,7.951,7.492,6.977,7.949,6.981,6.548
reggae.00067.wav,reggae,0.06,0.033,1728.254,521.917,3517.898,1391.431,-132.978,117.144,-2.826,22.537,25.922,0.278,13.535,3.409,4.533,0.546,-0.067,5.103,-0.161,1.271,3.067,1.399,-0.54,0.141,-1.044,-0.029,49.604,23.736,17.938,14.39,13.448,11.331,10.373,9.341,7.755,8.401,7.801,6.816,6.96,6.207,6.407,6.792,6.304,6.032,6.208,6.618
reggae.00057.wav,reggae,0.079,0.057,2169.075,1037.886,4771.711,2418.274,-177.52,98.311,14.755,21.153,14.986,10.221,4.957,0.841,4.856,6.87,3.544,-0.352,0.571,1.369,2.01,-0.315,-1.373,2.907,-0.978,-0.521,81.523,40.318,26.073,22.208,16.056,11.649,12.388,11.075,11.62,10.531,8.361,8.911,9.177,9.633,10.396,8.534,8.237,9.181,8.992,10.102
reggae.00068.wav,reggae,0.078,0.056,2104.463,947.201,4379.859,1784.992,-194.735,83.061,-0.763,32.32,2.794,23.182,2.993,14.242,8.549,10.436,7.065,8.809,1.413,5.4,2.747,5.25,1.64,0.511,1.135,-1.569,77.948,37.412,22.218,19.466,14.756,12.135,17.085,9.961,10.514,12.527,10.523,9.009,7.957,7.197,7.624,7.448,9.347,8.369,8.767,8.304
reggae.00060.wav,reggae,0.119,0.078,2395.489,926.822,4791.604,1487.089,-301.459,77.231,-13.612,39.31,1.61,16.893,-7.259,-3.613,1.147,-3.276,-8.434,-3.6,-2.614,-7.235,-2.443,0.762,-8.961,-2.654,-5.493,-8.403,74.46,33.765,22.956,21.066,15.987,9.514,14.8,8.687,8.979,8.042,8.789,7.647,9.798,7.999,7.722,7.592,9.889,6.653,8.222,8.248
